,company_name,company_location,company_country
2934,BRITISH SUGAR PLC,"Block B Western House, Peterborough Business Park, Lynch Wood",UNITED KINGDOM
2935,BMW ITALIA RETAIL SRL,VIA SALARIA 1268,ITALY
2936,GOLDMAN SACHS GLOBAL HOLDINGS L.L.C.,200 WEST ST BLDG 200,UNITED STATES
2937,AB SUGAR LIMITED,10 Grosvenor Street Weston Centre,UNITED KINGDOM
2938,MARPOSS SPA,VIA SALICETO 13,ITALY
2939,"CITIGROUP GLOBAL MARKETS, INC.",390 GREENWICH ST FL 4,UNITED STATES
2940,SUEZ RECYCLING AND RECOVERY UK LTD,Suez House Grenfell Road,UNITED KINGDOM
2941,MARPOSS SPA,VIA SALICETO 13,ITALY
2942,"GLOBAL MARINE HOLDINGS, LLC",450 PARK AVE FL 30,UNITED STATES
2943,WCS SERVICES LIMITED,Lamport Drive,UNITED KINGDOM
2944,C & C. SRL,VIA PIEDILUCO 9,ITALY
2945,"OAK HILL ADVISORS, L.P.",1 VANDERBILT AVE FL 16,UNITED STATES
2946,CENTRICA PLC,Millstream Maidenhead Road,UNITED KINGDOM
2947,FIRST ADVISORY SRL,PIAZZALE LUIGI CADORNA 10,ITALY
2948,ARDIAN US LLC,1370 AVE OF THE AMERICAS RM 2202,UNITED STATES
2949,SPIRIT ENERGY LIMITED,1st Floor 20 Kingston Road,UNITED KINGDOM
2950,MEDIAMARKET SPA,VIA FURLANELLI 69,ITALY
2951,GOVERNMENT OF THE UNITED STATES,1600 PENNSYLVANIA AVE NW,UNITED STATES
2952,MORGAN STANLEY BANK INTERNATIONAL LIMITED,25 Cabot Square,UNITED KINGDOM
2953,WESTERN UNION PAYMENT SERVICES IRELAND LIMITED,VIA BARBERINI 68,ITALY
2954,"WHITE HOUSE OFFICE, THE",1600 PENNSYLVANIA AVE NW,UNITED STATES
2955,MSCI LIMITED,NINTH FLOOR TEN BISHOPS SQUARE,UNITED KINGDOM
2956,ABERDEEN STANDARD INVESTMENTS IRELAND LIMITED,VIA DANTE 16,ITALY
2957,"PEPSICO, INC.",700 ANDERSON HILL RD,UNITED STATES
2958,MORGAN STANLEY & CO. LIMITED,25 Cabot Square,UNITED KINGDOM
2959,JACOBACCI & PARTNERS SPA,CORSO EMILIA 8,ITALY
2960,"PEPSI-COLA METROPOLITAN BOTTLING COMPANY, INC.",700 ANDERSON HILL RD,UNITED STATES
2961,DAIWA CORPORATE ADVISORY LIMITED,5 King William Street,UNITED KINGDOM
2962,TAPI' SPA,VIA CORNARA 2/F,ITALY
2963,"SALESFORCE, INC.",415 MISSION ST FL 3 SALESFORCE TOWER,UNITED STATES
2964,H M Revenue & Customs,Customs House Annexe 20 Lower Thames Street,UNITED KINGDOM
2965,PREVINET SPA,VIA ENRICO FORLANINI 24,ITALY
2966,"SALESFORCE.COM, LLC",THE LANDMARK @ ONE MARKET STREET,UNITED STATES
2967,OFFICE OF THE SECRETARY OF STATE FOR SCOTLAND,Dover House Whitehall,UNITED KINGDOM
2968,LIBERTY HOLDCO PALOMA SRL,VIA DI PORTOVECCHIO 34,ITALY
2969,MAC LEAN-FOGG COMPANY,1000 ALLANSON RD,UNITED STATES
2970,LGT PRIVATE DEBT (UK) LTD.,1 St. James's Market,UNITED KINGDOM
2971,ALTHEA GROUP SPA,VIA PAPA GIOVANNI XXIII 43,ITALY
2972,WHITE & CASE LLP,1221 AVE OF THE AMERICAS STE 41-50,UNITED STATES
2973,ANDREW WILSON & CO LIMITED,26 Missouri Avenue,UNITED KINGDOM
2974,JIL SANDER SPA,FORO BUONAPARTE 71,ITALY
2975,"CARDINAL HEALTH, INC.",7000 CARDINAL PL,UNITED STATES
2976,Government Legal Department,102 Petty France,UNITED KINGDOM
2977,MGH SRL,VIA MARIA GAETANA AGNESI 45/47,ITALY
2978,"SAF-T-GLOVE, INC.",1001 AVE R,UNITED STATES
2979,HARBEN FINANCE 2017-1 HOLDINGS LIMITED,1 Bartholomew Lane,UNITED KINGDOM
2980,TECNOPOL SNETOR SPA,CORSO FRANCIA 252/A,ITALY
2981,OPEN HEALTH INC.,311 S WACKER DR STE 5020,UNITED STATES
2982,STARBUCKS EMEA LTD,CHISWICK PARK 566 CHISWICK HIGH ROAD,UNITED KINGDOM
2983,CCC HOLDINGS EUROPE SPA,LARGO ADUA 1,ITALY
2984,"BARRIERSAFE SOLUTIONS INTERNATIONAL, INC.",150 N FIELD DR STE 210,UNITED STATES
2985,HINES EUROPE LIMITED,5 Welbeck Street,UNITED KINGDOM
2986,AZIENDA UNITA' SANITARIA LOCALE DELLA ROMAGNA,VIA ALCIDE DE GASPERI 8,ITALY
2987,"SOENERGY INTERNATIONAL, INC.",1983 NW 88TH CT STE 303,UNITED STATES
2988,THE ORION PUBLISHING GROUP LIMITED,Carmelite House 50 Victoria Embankment,UNITED KINGDOM
2989,AZIENDA OSPEDALIERA SANTA CROCE E CARLE,VIA MICHELE COPPINO 26,ITALY
2990,"BGRS, LLC",1 PARKVIEW PLZ STE 400,UNITED STATES
2991,HAYNES GROUP LIMITED,Sparkford,UNITED KINGDOM
2992,PALMERS RETAIL ITALY SRL,VIA LEONARDO DA VINCI 12,ITALY
2993,"JAYCO, INC.",903 SOUTH MAIN ST,UNITED STATES
2994,AUTODATA PUBLISHING GROUP LIMITED,Capitol House Bond Court,UNITED KINGDOM
2995,DOHLER NUTRAFOOD SRL SULLA LETTERA O DELLA PAROLA DOHLER E' PRESENTE LA DIERESI,VIA GIAN GIACOMO MARINONI 23-25,ITALY
2996,"SYNEOS HEALTH, LLC",1030 SYNC ST,UNITED STATES
2997,OCTOPUS PUBLISHING GROUP LIMITED,Carmelite House 50 Victoria Embankment,UNITED KINGDOM
2998,ANGEL CAPITAL MANAGEMENT SPA,VIA WOLFANGO AMEDEO MOZART 2,ITALY
2999,"SYNEOS HEALTH, INC.",1030 SYNC ST,UNITED STATES
3000,REACH PUBLISHING GROUP LIMITED,One Canada Square Canary Wharf,UNITED KINGDOM
3001,CAPITAL INTERNATIONAL MANAGEMENT COMPANY S.A' RL,PIAZZA DEL CARMINE 4,ITALY
3002,SHULTZ STEEL COMPANY,5321 FIRESTONE BLVD,UNITED STATES
3003,LEXISNEXIS RISK SOLUTIONS UK LIMITED,Global Reach Dunleavy Drive,UNITED KINGDOM
3004,SERVIZI ENERGIA ITALIA SPA,VIA MARTIRI DI CEFALONIA 67,ITALY
3005,"NIPPON CARBIDE INDUSTRIES (USA), INC.",12981 E FLORENCE AVE,UNITED STATES
3006,RE (RPC) LIMITED,1-3 STRAND,UNITED KINGDOM
3007,MAG SERVIZI ENERGIA SRL,VIA JACOPONE DA TODI 37,ITALY
3008,HIGHLAND CAPITAL HOLDING CORPORATION,3535 GRANDVIEW PKWY STE 600,UNITED STATES
3009,MOONBUG ENTERTAINMENT LIMITED,3rd Floor Water Lane,UNITED KINGDOM
3010,MASTERPLAST ITALIA SRL,VIA NAZARIO SAURO 58/A,ITALY
3011,"ADM TRUCKING, INC.",2501 N BRUSH COLLEGE RD,UNITED STATES
3012,TOTALENERGIES GAS & POWER LIMITED,10 Upper Bank Street,UNITED KINGDOM
3013,WEKIWI SRL,VIA DE' CARRACCI 69/2,ITALY
3014,"METROPLUS HEALTH PLAN, INC.",50 WATER ST FL 7,UNITED STATES
3015,NORTHERN GAS & POWER LTD,Baltic Place South Shore Road,UNITED KINGDOM
3016,LINDAL ITALY SRL,VIA ROMA 27/29,ITALY
3017,INSTRUMENT LLC,3529 N WILLIAMS AVE,UNITED STATES
3018,REVOLUT LTD,4th Floor 7 Westferry Circus,UNITED KINGDOM
3019,VAG VALVOLE ITALIA SRL,VIA GIUSEPPE MAZZINI 20,ITALY
3020,EQUILON ENTERPRISES LLC,150 N DAIRY ASHFORD RD,UNITED STATES
3021,REVOLUT TRAVEL LTD,4th Floor 7 Westferry Circus,UNITED KINGDOM
3022,SYNEOS HEALTH ITALY SRL,VICOLO DEL CALDO 36,ITALY
3023,"SOUTHWIRE COMPANY, LLC",1 SOUTHWIRE DR,UNITED STATES
3024,REVOLUT TRADING LTD,"7, WESTFERRY CIRCUS CANARY WHARF",UNITED KINGDOM
3025,DYNATA ITALY SRL,VIA SPADARI 7/9,ITALY
3026,"OUTOKUMPU STAINLESS USA, LLC",1 STEEL DR,UNITED STATES
3027,INFOBIP LIMITED,Fifth Floor 35-38 New Bridge Street,UNITED KINGDOM
3028,CALZEDONIA SPA,VIA MONTE BALDO 20,ITALY
3029,"RXO, INC.",11215 N COMMUNITY HOUSE RD,UNITED STATES
3030,COMPATEL LIMITED,First Floor 85 Great Portland Street,UNITED KINGDOM
3031,LUCCHINI MAME' FORGE SPA,VIA DELLE CAVE 1,ITALY
3032,EVERSOURCE ENERGY,300 CADWELL DR,UNITED STATES
3033,OLSAM GROUP LIMITED,Kemp House 152-160 City Road,UNITED KINGDOM
3034,BENETTON RUGBY TREVISO SRL SOCIETA' SPORTIVA DILETTANTISTICA,VIA NASCIMBEN 1/B,ITALY
3035,"ROCKY MOUNTAIN HOSPITAL AND MEDICAL SERVICE, INC.",700 N BROADWAY STE 600,UNITED STATES
3036,RADICAL TRAVEL GROUP LIMITED,60 High Street,UNITED KINGDOM
3037,G COMMERCE EUROPE SPA,VIA DON LORENZO PEROSI 6,ITALY
3038,MS FINANCING LLC,1209 ORANGE ST,UNITED STATES
3039,INTAFORENSICS LTD,Unit 9 Goldsmith Way the Courtyard,UNITED KINGDOM
3040,SIREN COFFEE SRL,CORSO GIUSEPPE GARIBALDI 118,ITALY
3041,GREAT AMERICAN INSURANCE COMPANY,301 E 4TH ST,UNITED STATES
3042,HEATHROW (AH) LIMITED,"The Compass Centre Nelson Road, London Heathrow Airport",UNITED KINGDOM
3043,ESAN ITALIA MINERALS SRL,VIALE REGINA PACIS 42,ITALY
3044,GREAT AMERICAN ALLIANCE INSURANCE COMPANY,301 E 4TH ST,UNITED STATES
3045,MECALAC CONSTRUCTION EQUIPMENT UK LIMITED,"Unit 10 Central Boulevard, Prologis Park",UNITED KINGDOM
3046,IQVIA SOLUTIONS ITALY SRL,VIA FABIO FILZI 29,ITALY
3047,DWK LIFE SCIENCES LLC,1501 N 10TH ST,UNITED STATES
3048,SEDIS COMPANY LIMITED,"Carlton House High Street, Higham Ferrers",UNITED KINGDOM
3049,CANTEL MEDICAL (ITALY) SRL,VIA LAURENTINA 169,ITALY
3050,"HUMBLE BUNDLE, INC.",163 FREELON ST,UNITED STATES
3051,N. M. ROTHSCHILD & SONS LIMITED,New Court 1-10 St. Swithin's Lane,UNITED KINGDOM
3052,NUVEEN ITALY SRL,PIAZZA PIO XI 1,ITALY
3053,TTS INC.,8270 WILLOW PL DR N STE 150,UNITED STATES
3054,ROTHSCHILD & CO BANK INTERNATIONAL LIMITED,St Julian's Court,UNITED KINGDOM
3055,ELI LILLY ITALIA SPA,VIA ANTONIO GRAMSCI 731/733,ITALY
3056,USTC-UNITED STATES TECHNOLOGIES COMMUNICATION CORP,225 RARITAN CTR PKWY,UNITED STATES
3057,ROTHSCHILD LIMITED,New Court 1-10 St. Swithin's Lane,UNITED KINGDOM
3058,NALCO ITALIANA HOLDINGS SRL,VIALE DELL' ESPERANTO 71,ITALY
3059,"MODE GLOBAL, LLC",4500 SALISBURY RD STE 305,UNITED STATES
3060,EDMOND DE ROTHSCHILD (UK) LIMITED,4 Carlton Gardens,UNITED KINGDOM
3061,NALCO ITALIANA SRL,VIALE DELL'ESPERANTO 71,ITALY
3062,SHELL OIL COMPANY,150 N DAIRY ASHFORD RD,UNITED STATES
3063,ROTHSCHILD TRUST FINANCIAL SERVICES LIMITED,PETER'S HOUSE LE BORDAGE ST PETER PORT,UNITED KINGDOM
3064,TOWERS WATSON ITALIA SRL,VIA POLA 9,ITALY
3065,"HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P.",10300 ENERGY DR,UNITED STATES
3066,CRVC UK LIMITED,"Suite 25 2 Station Court, Imperial Wharf",UNITED KINGDOM
3067,CORIMAC SRL,VIA ARISTIDE MERLONI 17/U,ITALY
3068,HEWLETT PACKARD ENTERPRISE COMPANY,1701 E MOSSY OAKS RD,UNITED STATES
3069,IMPERIAL TOBACCO OVERSEAS LIMITED,121 Winterstoke Road,UNITED KINGDOM
3070,TOPSOURCE WORLDWIDE ITALY SRL,VIA DEGLI OLIVETANI 10/12,ITALY
3071,"PUBLICIDENTITY, INC.",1411 N BATAVIA ST STE 103,UNITED STATES
3072,IMPERIAL TOBACCO GROUP LIMITED,121 Winterstoke Road,UNITED KINGDOM
3073,DOPPIO MALTO SPA O IN BREVE D.M. SPA,VIA GIOVANNI ANTONIO AMADEO 59,ITALY
3074,"PEACHTREE SPECIAL RISK BROKERS, LLC",303 CORPORATE CENTER DRIVE STE 300,UNITED STATES
3075,IMPERIAL TOBACCO OVERSEAS HOLDINGS (2) LIMITED,121 WINTERSTOKE ROAD,UNITED KINGDOM
3076,BANCA FINANZIARIA INTERNAZIONALE SPA,VIA VITTORIO ALFIERI 1,ITALY
3077,"UNITED PARCEL SERVICE, INC.",55 GLENLAKE PKWY,UNITED STATES
3078,IMPERIAL BRANDS PLC,121 WINTERSTOKE ROAD,UNITED KINGDOM
3079,BMW BANK GMBH,VIA DELL'UNIONE EUROPEA 4,ITALY
3080,"UNITED PARCEL SERVICE, INC.",55 GLENLAKE PKWY NE,UNITED STATES
3081,IMPERIAL TOBACCO FINANCE LIMITED,121 Winterstoke Road,UNITED KINGDOM
3082,ITAL REAL ESTATE SRL,VIA STEZZANO 87,ITALY
3083,UPS LOGISTICS GROUP INC,55 GLENLAKE PKWY,UNITED STATES
3084,"CAPITAL INTERNATIONAL, INC.",40 GROSVENOR PLACE,UNITED KINGDOM
3085,PARKINGO GROUP SRL,VIA FABIO FILZI 2,ITALY
3086,"UNITED PARCEL SERVICE OF AMERICA, INC.",55 GLENLAKE PKWY NE,UNITED STATES
3087,RSK GROUP LIMITED,"Spring Lodge 172 Chester Road, Helsby",UNITED KINGDOM
3088,PURESSENTIEL ITALIA SRL,PIAZZA DEL DUOMO 17,ITALY
3089,"UPS INTERNATIONAL, INC.",55 GLENLAKE PKWY,UNITED STATES
3090,SEDGWICK UK REGULATED ACTIVITIES LIMITED,APEX PLAZA FORBURY RD,UNITED KINGDOM
3091,BIOMERIEUX ITALIA SPA,VIA CAMPIGLIANO 58,ITALY
3092,"BASIC ENERGY SERVICES, L.P.",801 CHERRY ST STE 2100,UNITED STATES
3093,YAMAZAKI MAZAK U.K. LIMITED,Badgeworth Drive,UNITED KINGDOM
3094,CHELAB SRL,VIA FRATTA 25,ITALY
3095,"KODIAK GAS SERVICES, LLC",15320 HWY 105 W STE 210,UNITED STATES
3096,GA PET FOOD PARTNERS MILLING LIMITED,Buckshaw Avenue Buckshaw Village,UNITED KINGDOM
3097,G.A. CORICELLI SPA,LOCALITA' MADONNA DI LUGO 44,ITALY
3098,"B456 SYSTEMS, INC.",200 WEST ST,UNITED STATES
3099,BECK & POLLITZER ENGINEERING CONTRACTS LIMITED,"2nd Floor Suite 2 Riverbridge House, Anchor Boulevard, Crossways Business Park",UNITED KINGDOM
3100,PIETRO CORICELLI SPA,LOCALITA' MADONNA DI LUGO 44,ITALY
3101,JACKSON NATIONAL LIFE INSURANCE COMPANY,1 CORPORATE WAY,UNITED STATES
3102,PRINOVA EUROPE LIMITED,10 Aldersgate Street,UNITED KINGDOM
3103,LEASEPLAN ITALIA SPA,VIALE ADRIANO OLIVETTI 13,ITALY
3104,FARM BUREAU LIFE INSURANCE CO OF MICHIGAN,7373 W SAGINAW HWY,UNITED STATES
3105,HIGH DUTY ALLOYS LIMITED,Windsor Road,UNITED KINGDOM
3106,SMCP ITALIA SRL,VIALE ABRUZZI 94,ITALY
3107,AAA LIFE INSURANCE CO,17900 N LAUREL PARK DR,UNITED STATES
3108,ZOFFANY LIMITED,Chalfont House Oxford Road,UNITED KINGDOM
3109,NACON STUDIO MILAN SRL,CORSO EUROPA 5/7,ITALY
3110,DEVON ENERGY CORPORATION,333 W SHERIDAN AVE,UNITED STATES
3111,DENHOLM PORT SERVICES LIMITED,Unit 2 Gateway Business Park Beancross Road,UNITED KINGDOM
3112,GLAXOSMITHKLINE SPA,VIALE DELL'AGRICOLTURA 7,ITALY
3113,GENIE ENERGY LTD.,520 BROAD ST,UNITED STATES
3114,SAPIENT LIMITED,Turnmill 63 Turnmill Street,UNITED KINGDOM
3115,PHARMA QUALITY EUROPE SRL,LOCALITA' LOCALITA' PRULLI 103/C,ITALY
3116,"AKAMAI TECHNOLOGIES, INC.",145 BROADWAY,UNITED STATES
3117,MERITAS GROUP LIMITED,Coopers Bridge Braziers Lane Winkfield,UNITED KINGDOM
3118,SISAL ENTERTAINMENT SPA,VIA UGO BASSI 6,ITALY
3119,ASTRAZENECA PHARMACEUTICALS LP,1800 CONCORD PIKE,UNITED STATES
3120,GCUBE UNDERWRITING LIMITED,155 Fenchurch Street,UNITED KINGDOM
3121,GARO DOTT.ING.ROBERTO GABBIONETA SRL,VIA POMPEI 15,ITALY
3122,ZENECA HOLDINGS INC.,1800 CONCORD PIKE,UNITED STATES
3123,SONY INTERACTIVE ENTERTAINMENT NETWORK EUROPE LIMITED,10 GREAT MARLBOROUGH STREET,UNITED KINGDOM
3124,F.I.L.A FABBRICA ITALIANA LAPIS ED AFFINI SPA,VIA XXV APRILE 5,ITALY
3125,MTV NETWORKS LATIN AMERICA INC.,1111 LINCOLN RD FL 6,UNITED STATES
3126,FE FUNDINFO LIMITED,"3rd Floor Hollywood House, Church Street East",UNITED KINGDOM
3127,ITALTRECCE SOCIETA' ITALIANA TRECCE E AFFINI SRL,VIA MONCALIERI 99/26,ITALY
3128,"BON SECOURS MERCY HEALTH, INC.",1701 MERCY HEALTH PL,UNITED STATES
3129,FE FUNDINFO (UK) LIMITED,"3rd Floor Hollywood House, Church Street East",UNITED KINGDOM
3130,ADLER PLASTIC SPA,VIA MOZZONI LOCALITA' S.DOMENICO,ITALY
3131,QUIDELORTHO CORPORATION,9975 SUMMERS RIDGE RD,UNITED STATES
3132,WP SAFETY-KLEEN LIMITED,PROFILE WEST 950 GREAT WEST ROAD,UNITED KINGDOM
3133,HOLMEN ITALIA SRL,VIA POLA 15,ITALY
3134,KENWORTH TRUCK COMPANY,750 HOUSER WAY N,UNITED STATES
3135,SAFETY-KLEEN U.K. LIMITED,Profile West 950 Great West Road,UNITED KINGDOM
3136,ALTAIR SRL,VIA CASELLE 113,ITALY
3137,SABER INTERACTIVE INCORPORATED,14 COMMERCE DR,UNITED STATES
3138,HONEYWELL SECURITY UK LIMITED,"Building 5 Carlton Park King Edward Avenue, Narborough",UNITED KINGDOM
3139,TERRE CEVICO GRUPPO CENTRO VINICOLO COOPERATIVO ROMAGNOLO SOC COOP AGRICOLA,VIA FIUMAZZO 72,ITALY
3140,"PRESIDIO NETWORKED SOLUTIONS, INC.",ONE PENN PLZ STE 2832,UNITED STATES
3141,NOVAR ED&S LIMITED,The Arnold Centre Paycocke Road,UNITED KINGDOM
3142,GRID SOLUTIONS SPA,VIA ANTONIO MEUCCI 22,ITALY
3143,"FLUOR CONSTRUCTORS INTERNATIONAL, INC.",1 FLUOR DANIEL DR,UNITED STATES
3144,WP MIDCO1 LIMITED,PROFILE WEST 950 GREAT WEST ROAD,UNITED KINGDOM
3145,ICROM SRL,VIA DELLE ARTI 33,ITALY
3146,"FLUOR DANIEL EURASIA, INC.",6700 LAS COLINAS BLVD,UNITED STATES
3147,EMPEROR 2 (MIDCO) LIMITED,Capitol House Bond Court,UNITED KINGDOM
3148,IPER MONTEBELLO SPA,VIA MARCO ULPIO TRAIANO 57,ITALY
3149,"FLUOR ENTERPRISES, INC.",6700 LAS COLINAS BLVD,UNITED STATES
3150,SAFETYKLEEN GROUP SERVICES LIMITED,Profile West 950 Great West Road,UNITED KINGDOM
3151,AZIMUT SOCIETA' DI GESTIONE DEL RISPARMIO SPA,VIA CUSANI 4,ITALY
3152,MASIMO CORPORATION,52 DISCOVERY,UNITED STATES
3153,WATCHTOWER SECURITY SOLUTIONS UNITED KINGDOM LIMITED,82 St. John Street,UNITED KINGDOM
3154,STELLANTIS N.V.,VIA PLAVA 80,ITALY
3155,RECTICEL OU,Peterburi tee 48a,ESTONIA
3156,TANK HOLDING CORP.,6940 O ST STE 100,UNITED STATES
3157,SBM LIFE SCIENCE LTD,Hyerprion House Fordham Road,UNITED KINGDOM
3158,NEWTON COMPTON EDITORI SRL,VIA PANAMA 22,ITALY
3159,SEB PANK AS,2 Tornimae tn 2,ESTONIA
3160,"BELLAGIO, LLC",3600 LAS VEGAS BLVD S,UNITED STATES
3161,INFORMA TECH RESEARCH LIMITED,5 Howick Place,UNITED KINGDOM
3162,LA FORTEZZA SPA,VIA DELL'ARTIGIANO 21/23,ITALY
3163,TBB PANK AS,Vana-Viru tn 7,ESTONIA
3164,METRO-GOLDWYN-MAYER STUDIOS INC.,245 N BEVERLY DR,UNITED STATES
3165,GFI BROKERS LIMITED,1 Snowden Street,UNITED KINGDOM
3166,ALLIANZ SPA,PIAZZA TRE TORRI 3,ITALY
3167,SIMPES GRUPP OU,Veski poik 3,ESTONIA
3168,METRO-GOLDWYN-MAYER PICTURES INC.,10900 WILSHIRE BLVD STE 1500,UNITED STATES
3169,HOLMES PRODUCTS (EUROPE) LIMITED,1 Francis Grove,UNITED KINGDOM
3170,MAISONS DU MONDE ITALIE SRL,VIA TIZIANO 32,ITALY
3171,SWEDBANK SUPPORT OU,Liivalaia tn 8,ESTONIA
3172,"MGM HOLDINGS II, INC.",245 N BEVERLY DR,UNITED STATES
3173,PARLOPHONE RECORDS LIMITED,90 High Holborn,UNITED KINGDOM
3174,HERMES ITALIE SPA,VIA GASTONE PISONI 2,ITALY
3175,ASTEL GARDEN GROUP OU,Veski poik 3,ESTONIA
3176,"MGM HOLDINGS, INC.",245 N BEVERLY DR,UNITED STATES
3177,PRECISELY EUROPE SOFTWARE AND DATA LIMITED,"3rd Floor The Pinnacle, 20 Tudor Road",UNITED KINGDOM
3178,GROUPAMA ASSET MANAGEMENT SOCIETA' DI GESTIONE DEL RISPARMIO SPA,VIA DI SANTA TERESA 35,ITALY
3179,ABC GARDEN OU,Variku tee 6-1,ESTONIA
3180,"AMPHENOL PCD, INC.",72 CHERRY HILL DR STE 2,UNITED STATES
3181,ICE DATA SERVICES EUROPE LIMITED,Milton Gate 60 Chiswell Street,UNITED KINGDOM
3182,GROUPAMA ASSET MANAGEMENT SA SUCCURSALE ITALIANA,VIA DI SANTA TERESA 35,ITALY
3183,BRANDGATE GROUP OU,Erika tn 14,ESTONIA
3184,"SPEEDCAST COMMUNICATIONS, INC.",4400 S SAM HOUSTON PKWY E,UNITED STATES
3185,OHME OPERATIONS UK LIMITED,"Seventh Floor Wellington House, 125-130 Strand",UNITED KINGDOM
3186,WEG AUTOMATION EUROPE SRL,VIA GIOSUE' CARDUCCI 24,ITALY
3187,AURUM OU,Kullassepa tn 4,ESTONIA
3188,MSB AEROSPACE LLC,7001 CHATHAM CENTER DRIVE STE 300,UNITED STATES
3189,GARNET UK 7 NEW LIMITED,"2nd Floor Kingsbourne House, 229-231 High Holborn",UNITED KINGDOM
3190,LIMONTA SPA,VIA CESARE BATTISTI 15,ITALY
3191,BOLT TECHNOLOGY OU,Vana-Louna tn 15,ESTONIA
3192,APPLE INC.,1 APPLE PARK WAY,UNITED STATES
3193,SUBSEA 7 (UK SERVICE COMPANY) LIMITED,40 Brighton Road,UNITED KINGDOM
3194,COMITALIA COMPAGNIA FIDUCIARIA SRL IN FORMA ABBREVIATO COMITALIA SRL,CORSO GIUSEPPE GARIBALDI 49,ITALY
3195,GAME MACHINE OU,Ravala pst 8,ESTONIA
3196,"ARIA RESORT & CASINO, LLC",3730 LAS VEGAS BLVD S,UNITED STATES
3197,CGNU LIFE ASSURANCE LIMITED,2 Rougier Street,UNITED KINGDOM
3198,HEARST MAGAZINES ITALIA SPA,VIA ROBERTO BRACCO 6,ITALY
3199,MILWORKS OU,Sarruse tn 3,ESTONIA
3200,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",110 W 44TH ST,UNITED STATES
3201,AVIVA INTERNATIONAL HOLDINGS LIMITED,St Helens 1 Undershaft,UNITED KINGDOM
3202,LAFELTRINELLI INTERNET BOOKSHOP SRL,VIA TUCIDIDE 56,ITALY
3203,BOLT OPERATIONS OU,Vana-Louna tn 15,ESTONIA
3204,RIL USA INC.,2050 W SAM HOUSTON PKWY S STE 1400,UNITED STATES
3205,LEONIS PRODUCTIONS LIMITED,10 Orange Street,UNITED KINGDOM
3206,CASEIFICI GRANTERRE SPA,VIA POLONIA 30/33,ITALY
3207,B-BUS OU,Narva mnt 5,ESTONIA
3208,NOVELIS INC.,3560 LENOX RD STE 2000,UNITED STATES
3209,RUBIE'S MASQUERADE COMPANY (UK) LIMITED,Universal House Pennywell Road,UNITED KINGDOM
3210,COHOTEL SRL,VIA PALERMO 67,ITALY
3211,LUMINOR BANK AS,Liivalaia tn 45,ESTONIA
3212,"BANANA REPUBLIC, LLC",2 FOLSOM ST 2B,UNITED STATES
3213,HEATHROW AIRPORT LIMITED,"The Compass Centre Nelson Road, London Heathrow Airport",UNITED KINGDOM
3214,FILMMASTER PRODUCTIONS SPA,VIA GIOVANNI BETTOLO 6,ITALY
3215,TALLINK AS,Sadama tn 5,ESTONIA
3216,BARTEC US CORPORATION,650 CENTURY PLAZA DR STE D120,UNITED STATES
3217,HEATHROW AIRPORT HOLDINGS LIMITED,"The Compass Centre Nelson Road, London Heathrow Airport",UNITED KINGDOM
3218,ARTSANA SPA,VIA FILOMENA SALDARINI CATELLI 1,ITALY
3219,TALLINK GRUPP AS,Sadama tn 5,ESTONIA
3220,GANNETT MEDIA CORP.,7950 JONES BRANCH DR,UNITED STATES
3221,SSE CONTRACTING GROUP LIMITED,55 Vastern Road,UNITED KINGDOM
3222,PRENATAL SPA,VIA AGOSTINO BERTANI 6,ITALY
3223,TOP CONNECT OU,Vaike-Paala tn 1,ESTONIA
3224,"HARTFORD FINANCIAL SERVICES GROUP, INC., THE",1 HARTFORD PLZ,UNITED STATES
3225,SSE RENEWABLES LIMITED,Inveralmond House 200 Dunkeld Road,UNITED KINGDOM
3226,SEGRETARIATO GENERALE DELLA PRESIDENZA DELLA REPUBBLICA,VIA DELLA DATARIA 96,ITALY
3227,PONTOS BALTIC AS,Viru valjak 4,ESTONIA
3228,"L.N.S. AMERICA, INC.",4621 E TECH DR,UNITED STATES
3229,W.E.C. LINES UK LIMITED,"Unit 1 Orwell House, Ferry Lane",UNITED KINGDOM
3230,PRELIOS SOCIETA' DI GESTIONE DEL RISPARMIO SPA,VIA VALTELLINA 15/17,ITALY
3231,SANDMANI GRUPI AS,Laki poik 6,ESTONIA
3232,HARTREE PARTNERS POWER & GAS COMPANY (UK) LIMITED,"2nd Floor West Building, 100 Victoria Street Cardinal Place",UNITED KINGDOM
3233,PRELIOS SPA,VIA VALTELLINA 15/17,ITALY
3234,PRFOODS AS,Parnu mnt 141,ESTONIA
3235,CNX RESOURCES CORPORATION,1000 CONSOL ENERGY DR STE 400,UNITED STATES
3236,COMPUTERSHARE TRUSTEES (JERSEY) LIMITED,Queensway House Hilgrove Street,UNITED KINGDOM
3237,BUTI HOLDING SRL,VIA EUROPA 7,ITALY
3238,SCHNEIDER ELECTRIC EESTI AS,Parnu mnt 139e/2,ESTONIA
3239,"ONE ROCK CAPITAL PARTNERS, LLC",30 ROCKEFELLER PLZ 54TH FL,UNITED STATES
3240,HAWKSFORD TRUSTEES JERSEY LIMITED,15 Esplanade,UNITED KINGDOM
3241,BIM DISTRIBUZIONE SRL,VIA LORENZO MAGALOTTI 15,ITALY
3242,KODUMAJA AS,Puidu tn 2,ESTONIA
