founded,founders,headquarters,industry,key_people,name,number_of_employees,operating_income,revenue,services,total_assets,type,website
"['original', 'Leidos']",[],"['Reston', 'Fairfax', 'Virginia']",['Information technology and engineering'],[],"Science Applications International Corporation, Inc.","['c.', '\u200926,000', '\xa0(January 2022)']","[' ', 'US$462 million', '\xa0(2021)']","[' ', '\xa0(2021)']",[],"[' ', 'US$5.75 billion', ' (2021)']",['Public company'],"['saic', '.com']"
"['1982', ' in Monterrey, Nuevo León, Mexico']",['Blanca Treviño'],"['Monterrey', 'Nuevo León', 'Mexico']",['Information technology'],[],Softtek,"['15,000 (2019)']",[],[],[],[],['Privately held'],['www.softtek.com']
"['June\xa016, 1991']",[],"['Armonk, New York']","['Information technology', 'Consulting', 'Outsourcing']",[],IBM ,[],[],[],[],[],['IBM'],"['ibm', '.com', '/consulting']"
['New Delhi'],[],"['New York City, New York']","['Professional services', 'Information technology', 'Consulting']",[],Genpact Ltd.,"['109,600 ', '(2021)']","[' $589 million ', '(2021)']",[' $3.71 billion '],[],"[' $4.87 billion ', '(2021)']",['Public'],"['www', '.genpact', '.com']"
['April\xa01999'],['Rohit Kapoor'],['New York City'],[],[],"ExlService Holdings, Inc.","['37,000+']",[],"[' ', ' (2021)']","['Business process management, operations management and analytics']",[],['Public company'],"['www', '.exlservice', '.com']"
"['2010', ' in New York City']","['Olivier Pomel', 'Alexis Lê-Quôc']","['New York City, New York', ', U.S.']",['System Monitoring'],[],"Datadog, Inc.","['3,200 (Dec 2021)', '[1]']","[' ', 'US$−19.16 million', ' (2021)', '[1]']","[' ', ' (2021)']",[],"[' ', 'US$2.38 billion', ' (2021)', '[1]']",['Public company'],[' ']
['January\xa02009'],"['Todd McKinnon', 'Frederic Kerrest']","[', U.S.']",['Software'],[],"Okta, Inc.","['5,030 (January 2022)']",[' US$-676.64 million (FY2022)'],['FY'],[],[' US$9.21 billion (FY2022)'],['Public company'],"['okta', '.com']"
['2003'],"['Peter Thiel', 'Stephen Cohen', 'Alex Karp']","['Denver, Colorado']",['Software'],[],Palantir Technologies Inc.,"[' 2,920 (2021)', 'a']","[' US$-488.494 million (2021)', 'a']","[' ', 'US$', '1.541 billion', ' (2021)', 'a']",[],"[' US$3.247 billion (2021)', 'a']",['Public company'],"['palantir', '.com']"
['2004'],[],['Beijing'],['Film'],[],Beijing Enlight Pictures,[],[],[],[],[],['Subsidiary'],[]
[],[],"['Zhejiang', 'China', 'Shanghai', 'China', 'Hong Kong']",['Film'],[],Alibaba Pictures,[],[],[],[],[],[],"['www', '.alibabapictures', '.com']"
['1950'],[],"['Changchun', 'Jilin']","['film production', 'documentary']",[],Changchun Film Studio Group Corporation,['3000'],[],[],[],[],['State-owned enterprise'],['cfs-cn.com']
"['Hong Kong', '(1862', ')']",[],"['North Point, Hong Kong']",['Public utility'],[],The Hong Kong & China Gas Co Ltd.,"['2,495 (2020)']",[],['HKD'],[],[],['Public'],"['towngas', '.com']"
['2013'],['Robin Ingle'],"['Toronto', 'Ontario']",['Media and Digital Production'],[],sisu production,[],[],[],[],[],[],['sisu production']
['1950'],[],"['Xicheng District, Beijing']",[],[],Sinochem Group,"['50,000 (2013) ', '[1]']",[],"['581,076,200,000 renminbi (2018)\xa0']",[],[],['State owned'],"['english', '.sinochem', '.com']"
['1905'],[],"[""Xi'an"", 'Shaanxi', 'China']",['Oil and Gas'],[],Shaanxi Yanchang Petroleum Group Co. Ltd.,[],[],[],['Petroleum and Natural Gas'],[],['Government Owned Entity'],"['www', '.sxycpc', '.com']"
[],[],[],['Oil and gas industry'],[],Geo-Jade Petroleum,[],[],[],[],[],[],['www.geojade.com/']
['1997'],[],['Hong Kong'],['Natural resources'],[],CITIC Resources Holdings Limited ,[],[],[],[],[],"['State-owned enterprise', 'Red chip']","['resources', '.citic']"
['1969'],[],"['Bondoufle', 'France']","['hypermarkets', 'supermarkets', 'grocery stores']",[],Intermarché,[],[],"[' ', ' 36.4 billion (2010)', ' 36.0 billion (2009)']",[],[],['Public'],['intermarche.com']
['1933'],['Francesco Illy'],"['Trieste', 'Italy']",['Coffee'],[],Illycaffè S.p.A.,['2700+ (in 2016)'],[],['€460 million (in 2016)'],[],[],['S.p.A.'],"['www', '.illy', '.com']"
['1993'],[],"['Vancouver', 'British Columbia']","['Film production', 'Television production']",[],Shavick Entertainment,[],[],[],[],[],[],"['shavickentertainment', '.com']"
"['Holborn', 'London']",['John James Sainsbury'],['London'],['Retailing'],[],J Sainsbury plc,"['180,000 (2021)', '[1]']","[' £709\xa0million (2021)', '[1]']",['£'],[],[],['Public limited company'],"['Corporate', 'Consumer']"
"['Long Grove, Illinois']",['Ed & Gloria Jean Kvetko'],"['Castle Hill, New South Wales']",[],[],Gloria Jean's Gourmet Coffee Pty. Ltd.,[],[],[],[],[],['Subsidiary'],"['www', '.gloriajeanscoffees', '.com']"
"['Zagreb', 'Croatia']",[],"['Zagreb', 'Croatia']",[],[],Franck,[],[],[],[],[],['Coffee'],"['www', '.franck', '.eu']"
['1986'],[],"['West Bridgewater', 'Massachusetts', 'United States']",[],[],Equal Exchange,['126'],[],"['US$70,079,000', '\xa0(2016)']",[],"['US$36,935,863\xa0(2016)']",['cooperative'],['equalexchange.coop']
"['Glorietta', 'Makati', 'Philippines']",[],[],['Coffee shop'],[],Figaro Coffee Company,[],[],[],[],[],['Public'],"['www', '.figarocoffee', '.com']"
['1854'],['Allen Cuthbert'],"['Philadelphia', 'Pennsylvania', 'United States']",['Coffee'],[],Ellis Coffee Company,[],[],[],[],[],['Private'],"['www', '.elliscoffee', '.com']"
"['Grants Pass, Oregon']","['Dane Boersma', 'Travis Boersma']","['Grants Pass, Oregon']","[' restaurants', 'Restaurants', 'Retail coffee']",[],Dutch Bros. Coffee,"[' 19,000 (2021)', '[2]']","[' US$−113.3 million (2021)', '[2]']","[' ', 'US$', '497.9 million', ' (2021)', '[2]']",[],"[' US$553.7 million (2021)', '[2]']",['Public'],"['www', '.dutchbros', '.com']"
['2003'],[],"['Dubai', 'United Arab Emirates']",['Real estate'],[],Nakheel Properties,"['1,500', '[2]']",[],['AED'],['Property development'],[],['Government owned'],['www.nakheel.com']
"['1912', 'May 18, 1993']",['Chen Jintao'],"['Beijing', 'China', 'Markham', 'Ontario', 'Canada']","['Financial services', 'Bank']",[],Bank of China Limited,"['306,322', '[4]', '\xa0(2021)', '310,042 (2015)\xa0']","[' ', '¥227.53 billion\xa0RMB', '$33.07 billion', '[2]', '\xa0(2018)', '229,237,000,000 renminbi (2015)\xa0']","[' ', '\xa0(2018)', '473,912,000,000 renminbi (2015)\xa0']",[],"[' ', '¥21.267 trillion\xa0RMB', '$3.091 trillion', '[2]', '[3]', '\xa0(2018)', '16,815,597,000,000 renminbi (2015)\xa0']","['Public', 'State-owned', 'Subsidiary']","['boc.cn', 'bankofchina.com', 'bank-of-china.com', 'bocusa.com', 'www', '.bankofchina', '.com', '/ca']"
"['1949', ' (as PICC)']",[],"['Beijing', 'China']",['Financial services'],[],China Life Insurance Company Limited ,"['99,739\xa0']",[],"['768,438,310,000 renminbi (2018)\xa0']",[],"['$362.1 billion (2015)', '[1]']","['Public', 'State-owned enterprise']",['chinalife.com.cn']
"['St. Paul, Minnesota']",['Ed and Dan Dunn'],[],"['Food and beverage', 'Coffeehouse']",[],Dunn Brothers Coffee,[],[],[],[],[],[],[]
"['29\xa0June 1998', ' (through the merger of Union Bank of Switzerland and Swiss Bank\n Corporation)']",[],"['Bahnhofstrasse', 'Zürich']","['Banking', 'Financial services']",[],UBS Group AG,"['71,385 (end 2021)', '[3]']","[' US$9.48 billion (2021)', '[2]']",['US$'],[],"[' US$1.12 trillion (2021)', '[2]']",['Public'],"['ubs', '.com']"
"['Varney Air Lines', 'Boise, Idaho']",[],"['Willis Tower', 'Chicago']",[],"[' (', ')', ""Edward 'Ted' Philip (non-executive chairman)"", ' (chairwoman)', 'Brett Hart (president)', 'Gerry Laderman (', ')', ' (', ')']","United Airlines, Inc.",[],[],[],[],[],[],"['united', '.com', '/en', '/us']"
"['1948', '1990 (holding company)', '2007 (listed company)']",[],['Beijing'],['Construction'],[],China Railway Construction Corporation Limited,"['261,333 (2017)', '[2]']","['¥20.91 billion\xa0RMB', ' (2017)', '[2]']",[' (2017)'],"['Railway', 'infrastructure']","['¥821.89 billion\xa0RMB', ' (2017)', '[2]']",['State-owned enterprise'],['crcc.cn']
"['1958', '1990 (company)']",[],['Beijing'],['Holding company'],[],China Railway Engineering Corporation,[],[],"['741,722,810,000 renminbi (2018)\xa0']",[],[],['State-owned enterprise'],[]
['2012'],"['Serge Saxonov', 'Ben Hindson', 'Kevin Ness']","['Pleasanton, California', ', U.S.']",[],[],"10x Genomics, Inc.","['417 (2021)', '[1]']","[' ', 'US$−52.3 million', ' (2021)', '[1]']","[' ', ' (2021) ']",[],"[' ', 'US$1.02 billion', ' (2021)', '[1]']",['Public company'],"['10xgenomics', '.com']"
['1971'],['Robert D. Walter'],"['Dublin, Ohio']",['Healthcare'],[],"Cardinal Health, Inc.","['48,000 ', '(2021)', '[3]']","[' US$1.9 billion ', '(2021)', '[2]']",['US$'],[],"[' US$44.45 billion ', '(2021)', '[1]']",['Public'],"['www', '.cardinalhealth', '.com']"
['1870'],['Yatarō Iwasaki'],['Tokyo'],"['Automotive', 'Chemical', 'Electronics', 'Food', 'Financial', 'Metallurgy', 'Mining', 'Petroleum']",[],Mitsubishi Group,[],[],[],"['\n', '\n']",[],"['Private', 'conglomerate']",['mitsubishi.com']
"['1926 (original foundation of Daimler-Benz)', '2007 (foundation of Daimler AG)']",[],"['Stuttgart', 'Germany']",['Automotive'],[],Mercedes-Benz Group,"[' 172,425 (2021)', '[1]']","[' €16.0 billion (2021)', '[1]']","[' €133,9 billion (2021)']",[],"[' €258.8 billion (2021)', '[1]']",['Public'],"['group', '.mercedes-benz', '.com']"
"['September\xa010, 1879', ' as ""Pacific Coast Oil Co.""']",[],"['San Ramon, California']","['Energy', 'Oil and gas']",[],Chevron Corporation,"['42,595 ', '(March 2021)', '[5]']","[' ', 'US$21.64 billion', ' ', '(2021)', '[5]']","[' ', ' ', 'US$', '162.47 billion', ' ', '(2021)', '[5]', ' ']",[],"[' ', 'US$239.54 billion', ' ', '(2021)', '[5]']","[' (1876–1906)', ' (1906–1911)']",['chevron.com']
['2002'],[],"['Wilmington, Delaware']",['pharmaceutical company'],[],Incyte Corporation,"['2,094\xa0(December 2021)']",[' US$586 million (2021)'],"[' ', ' (2021)']",[],[' US$4.93 billion (2021)'],['Public company'],"['incyte', '.com']"
['2005'],[],"['\n', '\n']",['Pharmaceutical'],[],Horizon Therapeutics Public Ltd Co,"['1,890 (2021)']",[' US$543 million (2021)'],"[' ', ' (2021)']",[],[' US$8.68 billion (2021)'],['Public limited company'],"['horizontherapeutics', '.com']"
['2002'],[],"['Cambridge, Massachusetts', ', U.S.']",['Pharmaceutical'],[],"Alnylam Pharmaceuticals, Inc.","['1,323 (2019)', '[2]']",[],"[' ', ' (2019)', '\n', ' US$74.91 million (2018)']",[],[],['Public company'],"['alnylam', '.com']"
"['December\xa06, 1941']",['Toyoji Naito'],"['4-6-10 Koishikawa, Bunkyo-ku, Tokyo 112-8088, Japan']",['Pharmaceuticals'],[],"Eisai Co., Ltd.","[' 1,864 ', '(2019)', '[1]']","[' ', '¥', ' 103 billion ', '(2019)', '[1]']",['¥'],[],"[' ', '¥', ' 1,071 billion ', '(2019)', '[1]']","['Public', 'KK']",['Official website']
"['14\xa0April\xa01909', ' ', '10\xa0January\xa01870', ' ', '16\xa0December 1954', ' ']","[""William Knox D'Arcy"", 'Charles Greenway']",['London'],['Oil and gas'],[],BP p.l.c.,"['60,000 ', '(2021)', '[3]']","[' US$18.08 billion ', '(2021)', '[2]']","[' ', 'US$', '164.19 billion ', '(2021)', '[2]']",['Service stations'],"[' US$287.27 billion ', '(2021)', '[2]']",['Public limited company'],['bp.com']
['2008'],"['Christoph Huber', 'Andreas Strüngmann', 'Thomas Strüngmann', 'Michael Motschmann', 'Helmut Jeggle']",['Mainz'],['Biotechnology'],[],BioNTech SE,"[' 3,000+\xa0(2021)']",['€15.3\xa0billion\xa0(2021)'],[' €18.9\xa0billion\xa0(2021)'],['Immunotherapy'],[' €15.3\xa0billion\xa0(2021)'],"['Public company (', ')']",[' ']
['Beijing'],['John V. Oyler'],"['Beijing', 'Cambridge, Massachusetts', 'Basel']",[],[],BeiGene,[],"['$–1.658 billion (2020)', '[3]', '\n$–960 million (2019)', '[3]']","[' $309 million (2020) ', '\n', ' $428 million (2019)']",[],[],['Public'],"['beigene', '.com']"
['March\xa01997'],"['Christopher Starr, Ph.D.', 'Grant W. Denison Jr.']","['San Rafael, California']",['Biotechnology'],[],BioMarin Pharmaceutical Inc.,"['2,581 (2017)']","[' –', 'US$', '36.765 Million (', 'Fiscal Year Ended December 31, 2020', ')', '[1]']",['US$'],[],"[' ', 'US$', '5.848 Billion (', 'Fiscal Year Ended December 31, 2020', ')', '[1]']",['Public'],"['biomarin', '.com']"
['1999'],"['Florian Schönharting', ' and Lisa Drakeman']","['Copenhagen', 'Denmark']",['Biotechnology'],[],Genmab A/S,"['1,212 (2021)', '[5]']","['DKK 3.018 billion (2021)', '[5]']",['DKK'],[],[],"['Publicly traded', 'Aktieselskab']",['Genmab.com']
"['April\xa03, 2017']",[],"['Ashburn, Virginia']","['Information technology', 'Consulting', 'Outsourcing']",[],DXC Technology Company,"['130,000 (March 2022)']","[' ', 'US$139 million', ' (2022)']","[' ', ' (2022)']",[],"[' ', 'US$20.14 billion', ' (2022)']",['Public'],"['www', '.dxc', '.com']"
['3\xa0January 2017'],[],"['Florham Park, New Jersey']",['Business services'],[],Conduent Incorporated,"['31,000', '[4]', '\xa0(2021)']",[],"[' ', 'US$', '4.140 billion', ' (2021)', '[3]']",['Outsourcing'],[],['Public company'],"['conduent', '.com']"
"['Chennai', 'Tamil Nadu']","['Kumar Mahadeva', ""Francisco D'Souza""]","['Teaneck, New Jersey']","['Information technology', 'Consulting', 'Outsourcing']",[],Cognizant Technology Solutions Corporation,"['341,000 (Q12022)', '[5]']","[' ', 'US$2.84 billion', ' (2021)', '[4]']","[' ', ' (2021)']",[],"[' ', 'US$17.85 billion', ' (2021)', '[4]']",['Public'],"['www', '.cognizant', '.com']"
"['June\xa018, 1914']","['Edwin G. Booz', 'James L. Allen', 'Carl L. Hamilton']","['McLean, Virginia']","['Management consulting', 'Information technology consulting']",[],Booz Allen Hamilton Holding Corporation,"['29,300\xa0(2022)']","[' ', 'US$685.18 million', ' (2022)']","[' ', 'US$', '8.36 billion', ' (2022)']",['Management and Technology Consulting'],"[' ', 'US$6.03 billion', ' (2022)']",['Public'],"['boozallen', '.com']"
"['April\xa04, 2000']","['Accenture', 'Microsoft']","['Seattle', 'Washington', 'U.S.']","['Professional services', 'Technology services']",[],Avanade,"['56,000 ', '(2021)']",[],[' US$ 2.0 billion '],"['Digital marketing', 'IT services', 'IT consulting']",[],['Subsidiary'],"['www', '.avanade', '.com', '/en']"
['2000'],[],"['Frankfurt', 'Germany']","['Information technology', 'Consulting', 'Outsourcing']",[],T-Systems International GmbH,"['28,000']",[],['EUR 4.2 billion (2020)'],[],[],['GmbH'],"['www', '.t-systems', '.com']"
['June\xa01976'],"['Serge Godin', 'André Imbeau']","['Montreal, Quebec']","['Information technology', 'Consulting', 'Outsourcing']",[],CGI Inc.,"['88,500 (June 2022)']","[' C$1.863 billion (2021)', '[1]']",['C$'],"['Business Consulting, System Integrations, Application Services, Infrastructure services, Managed IT services']","[' C$23.24 billion (2021)', '[1]', ' ']",['Public'],"['www', '.cgi', '.com', '/en']"
['1968'],[],"['Paris', 'France']","['Information technology', 'consulting', 'services']",[],Sopra Steria Group SA,"['48,707 (28 July 2022)', '[1]']",[' €379.2 million (2021)'],[' €4.682 billion (2021)'],[],[' €2.873 billion (2021)'],['Société Anonyme'],"['soprasteria', '.com']"
['1\xa0June 2006'],[],[],"['Information technology', 'Consulting']",[],Orange Business Services,"['21,000+', '[1]']",[],['€7.4 billion (2017)'],[],[],['Subsidiary'],['www.orange-business.com']
['1993'],[],"['Alcobendas', 'Madrid', 'Spain']","['Information technology', 'Consulting', 'Outsourcing']",[],"Indra Sistemas, S.A.","[' 50,539 ', '(2021)', '[1]']","[' €255 million ', '(2021)', '[1]']",[' €3.390 billion '],"['Defence', 'transport', 'energy', 'telecommunications', 'financial services', 'public sector']","[' €4.535 billion ', '(2021)', '[1]']",['Sociedad Anónima'],[]
['1980'],[],"['London, England']",['Professional services'],[],Grant Thornton International Ltd.,"['62,000', '[1]', '\xa0(2021)']",[],['US$6.6\xa0billion (2021)'],[],[],['Global network of independent member firms'],"['grantthornton', '.com']"
"['July\xa023, 2012']","['Benoît Dageville', 'Thierry Cruanes', 'Marcin Żukowski']","['Bozeman, Montana']",[],[],Snowflake Inc.,"['3,992 (Jan 2022)']",[],"[' ', ' (2022)']",['Cloud Data Platform'],"[' ', 'US$6.650 billion', ' (2022)']",['Public company'],"['snowflake', '.com']"
"['1998', '1849', '1854']",[],['London'],['Professional services'],[],PricewaterhouseCoopers,"['295,000 (2021)', '[4]']",[],['US$'],"['Assurance', 'Risk assurance', 'Risk advisory', 'Tax advisory', 'Legal services', 'Data', 'analytics', 'Management consulting', 'Financial advisory', 'Forensic accounting']",[],['limited liability partnerships'],"['www', '.pwc', '.com']"
"['1987', '(merger of Peat Marwick International and Klynveld Main Goerdeler)', '1979', ' (KMG)', '1925', ' (Peat Marwick)', '1897', ' (Marwick, Mitchell & Company)', '1818', ' (Grace, Darbyshire, & Todd)']","['William Barclay Peat', 'James Marwick', 'Roger Mitchell', 'Piet Klijnveld', 'Jaap Kraayenhof', 'Reinhard Goerdler', 'Thompson McLintock', 'Frank Wilber Main']","[', England', '(Legal)', ', Netherlands', '(Functional)']",['Professional services'],[],KPMG International Limited,"['236,000 (2021)', '[2]']",[],"[' ', ' (2021)']","[' / ', ' / ']",[],['United Kingdom Limited Company'],"['home', '.kpmg']"
['1999'],"['Vlad Shmunis', 'Vlad Vendrow']","['Belmont, California']",['Cloud computing'],[],"RingCentral, Inc.","['3,919 (December 2021)', '[2]']","[' ', 'US$−376.25 million', ' (2021)', '[2]']","[' ', 'US$', '1.59 billion', ' (2021)', '[2]']",[],"[' ', 'US$2.58 billion', ' (2021)', '[2]']",['Public company'],"['ringcentral', '.com']"
['2011'],['Gregg Marston'],"['Austin, Texas']",['Information security'],[],"CrowdStrike Holdings, Inc.","['6,000 (2022)', 'a']","[' US$−142.5 million (2022)', 'a']","[' ', 'US$', '1.45 billion', ' (2022)', 'a']",[],"[' US$3.62 billion (2022)', 'a']",['Public company'],[' ']
['1998'],[],"['Oklahoma City, OK']","['Software', 'SaaS', 'HCM']",[],"Paycom Software, Inc.","['5,385 (2021)']",[],"[' US$1.06 billion (2021)', 'US$841.1 million (2020)']","['Cloud-Based Payroll Services', 'SaaS', 'HRM']",[],['Public'],"['paycom', '.com']"
['1968'],[],"['Espoo', 'Finland']","['IT services', 'IT consulting']",[],Tietoevry Oyj,"[' 23,632 ', '(', 'FTE', ', end 2020)', '[1]']","[' €146.7 million ', '(2020)', '[1]']",[' €2.786 billion '],"['business consulting', 'outsourcing']","[' €3.604 billion ', '(end 2020)', '[1]']",['Julkinen osakeyhtiö'],"['www', '.tietoevry', '.com']"
['2007'],['Matt Wallach'],"['Pleasanton, California']",['Software'],[],Veeva Systems Inc.,"['5,482 (Jan 2022)']","[' ', 'US$505.5 million', ' (2022)']","[' ', ' (2022)']",[],"[' ', 'US$3.82 billion', ' (2022)']",['Public benefit corporation'],"['veeva', '.com']"
['June\xa02006'],['Brian Halligan'],"[', U.S.']",['Software'],[],"HubSpot, Inc.","['5,895 (2021)', '[1]']","[' US$', '-54.8', ' million (2021)', '[1]']",['US$'],[],"[' US$2.17 billion (2021)', '[1]']",['Public'],"['hubspot', '.com']"
"['Seattle, Washington']",[],"['Rincon Center', 'San Francisco, California']",['Communications'],[],Twilio Inc.,[],[],[],[],[],[],[]
['2003'],"['Tom Gonser', 'Court Lorenzini', 'Eric Ranft']","[', U.S.']",['Software'],[],"DocuSign, Inc.","['7,461 (2022)', 'a']","[' US$−61.88 million (2022)', 'a']","[' ', ' (2022)']",[],"[' US$2.54 billion (2022)', 'a']",['Public'],"['docusign', '.com']"
['19\xa0April 1924'],[],"['Distrito Telefónica', 'Madrid', 'Spain']",['Telecommunications'],[],"Telefónica, S.A.","['104,150 (2021)', '[2]']","[' €13.5 billion (2021)', '[2]']",['€'],[],"[' €109.2 billion (2021)', '[2]']",['Sociedad Anónima'],"['telefonica', '.com']"
"['Canonsburg, Pennsylvania']",[],"['Canonsburg, Pennsylvania, U.S.']",['Computer software'],[],"Ansys, Inc.","['5,100 (Dec. 2021)']",[' US$513.27 million (2021)'],"[' ', ' (2021)']",[],[' US$6.32 billion (2021)'],['Public company'],"['ansys', '.com']"
['October\xa02003'],"['Rob Das', 'Erik Swan']","['San Francisco, California', 'U.S.']","['Software', 'Cloud computing']",[],Splunk Inc.,"['7,000+ (January 2022)']","[' ', 'US$−1.15 billion', ' (2021)']","[' ', ' (2021)']",[],"[' ', 'US$5.79 billion', ' (2021)']",['Public'],[' ']
['2000'],['Michael Xie'],"['Sunnyvale, California']","['Cloud Security', 'Cybersecurity', 'Network Security']",[],"Fortinet, Inc.","['12,091 (November 2022)']",[' US$659 million (2021)'],"[' ', ' (2021)']","['next generation firewalls', 'antivirus programs', 'intrusion-prevention system', 'antispyware', 'antispam', 'VPN', 'wireless security', 'application control', 'web filtering', 'Security information and event management']",[' US$5.92 billion (2021)'],['Public company'],"['fortinet', '.com']"
